ID,player_positions,age,dob,height_cm,weight_kg,league_id,league_name,club_team_id,club_position,nation_position,nation_jersey_number,player_tags,player_traits,gk,player_face_url
220890,"ST, LW",22,4/20/1996,171,71,17,Ligue 2,294,RES,,,,,16,https://cdn.sofifa.net/players/220/890/19_120.png
221285,"LW, CAM",22,10/11/1995,175,71,351,A-League,112427,SUB,,,,,16,https://cdn.sofifa.net/players/221/285/19_120.png
221809,"RB, CDM, CB, LB",22,4/24/1996,179,72,65,Premier Division,563,SUB,,,,,17,https://cdn.sofifa.net/players/221/809/19_120.png
221845,GK,25,1/15/1993,190,70,2012,Super League,111724,SUB,,,,,57,https://cdn.sofifa.net/players/221/845/19_120.png
221978,"CDM, RB",27,6/20/1991,175,74,2012,Super League,111769,RES,,,,,15,https://cdn.sofifa.net/players/221/978/19_120.png
222090,"CAM, CM",21,7/26/1996,174,64,60,League One,1802,SUB,,,,Flair,14,https://cdn.sofifa.net/players/222/090/19_120.png
222095,GK,21,8/15/1996,188,80,14,Championship,1952,RES,,,,"Puncher, Comes For Crosses",57,https://cdn.sofifa.net/players/222/095/19_120.png
222114,"CB, CM",25,5/31/1993,188,75,60,League One,1802,SUB,,,,,17,https://cdn.sofifa.net/players/222/114/19_120.png
222181,CB,29,6/24/1989,185,81,2012,Super League,112162,SUB,,,,,15,https://cdn.sofifa.net/players/222/181/19_120.png
222496,ST,20,9/17/1997,183,73,56,Allsvenskan,111705,SUB,,,,,18,https://cdn.sofifa.net/players/222/496/19_120.png
222782,"LM, RM",21,10/30/1996,179,74,60,League One,1962,RES,,,,,15,https://cdn.sofifa.net/players/222/782/19_120.png
222867,"LB, CB",24,6/1/1994,180,70,335,Primera Division,110977,SUB,,,,,17,https://cdn.sofifa.net/players/222/867/19_120.png
223236,"CAM, CM",22,6/11/1996,174,76,335,Primera Division,112709,SUB,,,,,13,https://cdn.sofifa.net/players/223/236/19_120.png
223760,GK,25,5/27/1993,186,81,,,,,SUB,16,,,57,https://cdn.sofifa.net/players/223/760/19_120.png
223771,ST,31,12/15/1986,180,71,,,,,SUB,10,,,16,https://cdn.sofifa.net/players/223/771/19_120.png
223827,GK,24,5/19/1994,178,63,60,League One,112259,SUB,,,,Comes For Crosses,57,https://cdn.sofifa.net/players/223/827/19_120.png
223905,"RB, CB",22,4/27/1996,180,77,61,League Two,121,RB,,,,Long Shot Taker (AI),14,https://cdn.sofifa.net/players/223/905/19_120.png
223989,"CM, CDM",21,3/3/1997,178,65,61,League Two,1937,SUB,,,,,16,https://cdn.sofifa.net/players/223/989/19_120.png
224068,GK,23,12/28/1994,182,77,17,Ligue 2,110456,SUB,,,,,57,https://cdn.sofifa.net/players/224/068/19_120.png
224215,GK,21,1/25/1997,185,77,4,Jupiler Pro League,670,RES,,,,,57,https://cdn.sofifa.net/players/224/215/19_120.png
224421,CM,23,3/22/1995,193,83,2076,3. Liga,27,RES,,,,,16,https://cdn.sofifa.net/players/224/421/19_120.png
224482,"CB, RB",23,5/8/1995,182,67,1,Superliga,1445,SUB,,,,,15,https://cdn.sofifa.net/players/224/482/19_120.png
224499,"RB, RWB, CB",21,8/27/1996,185,75,60,League One,142,SUB,,,,,13,https://cdn.sofifa.net/players/224/499/19_120.png
224547,CM,25,1/15/1993,186,77,2012,Super League,112378,SUB,,,,,16,https://cdn.sofifa.net/players/224/547/19_120.png
224576,CB,23,1/10/1995,185,76,61,League Two,143,SUB,,,,,16,https://cdn.sofifa.net/players/224/576/19_120.png
224601,ST,23,12/2/1994,196,72,61,League Two,15048,RES,,,,,14,https://cdn.sofifa.net/players/224/601/19_120.png
224616,"ST, RW",25,7/30/1992,181,75,2012,Super League,112540,SUB,,,,,16,https://cdn.sofifa.net/players/224/616/19_120.png
224622,GK,28,9/17/1989,188,83,2012,Super League,112540,RES,,,,,57,https://cdn.sofifa.net/players/224/622/19_120.png
225087,"RB, RM",22,4/23/1996,177,60,350,Pro League,112408,SUB,,,,,14,https://cdn.sofifa.net/players/225/087/19_120.png
225136,GK,21,7/30/1996,196,79,60,League One,1802,SUB,,,,,57,https://cdn.sofifa.net/players/225/136/19_120.png
225203,GK,22,1/23/1996,189,83,50,Premiership,621,GK,,,,,57,https://cdn.sofifa.net/players/225/203/19_120.png
225365,"RM, LM",22,3/21/1996,180,70,61,League Two,361,SUB,,,,,17,https://cdn.sofifa.net/players/225/365/19_120.png
225778,"LB, LM",20,9/16/1997,173,68,60,League One,1804,SUB,,,,,17,https://cdn.sofifa.net/players/225/778/19_120.png
225810,CM,22,8/7/1995,191,86,336,Liga BetPlay,112970,SUB,,,#Strength,,16,https://cdn.sofifa.net/players/225/810/19_120.png
225993,GK,22,1/13/1996,194,80,351,A-League,111766,SUB,,,,,57,https://cdn.sofifa.net/players/225/993/19_120.png
226024,RB,22,2/1/1996,176,73,353,Liga Profesional,111019,SUB,,,,,18,https://cdn.sofifa.net/players/226/024/19_120.png
226139,"RWB, RM",23,10/12/1994,174,75,56,Allsvenskan,1596,RWB,,,,,15,https://cdn.sofifa.net/players/226/139/19_120.png
226196,"LB, RB",24,8/30/1993,175,65,2012,Super League,111774,SUB,,,,,16,https://cdn.sofifa.net/players/226/196/19_120.png
226429,"CAM, LM, CM",20,6/11/1998,170,65,14,Championship,1925,RES,,,,,13,https://cdn.sofifa.net/players/226/429/19_120.png
226438,"LWB, LB, CB",21,7/9/1996,180,70,50,Premiership,184,LWB,,,,,17,https://cdn.sofifa.net/players/226/438/19_120.png
226450,GK,23,10/22/1994,185,72,350,Pro League,111674,SUB,,,,,57,https://cdn.sofifa.net/players/226/450/19_120.png
226728,"CB, CDM, LB",23,1/22/1995,183,75,65,Premier Division,423,LCB,,,,,15,https://cdn.sofifa.net/players/226/728/19_120.png
226838,GK,28,2/2/1990,187,81,2012,Super League,111779,SUB,,,,,57,https://cdn.sofifa.net/players/226/838/19_120.png
227427,"ST, CAM",21,8/16/1996,189,83,56,Allsvenskan,113876,SUB,,,,Target Forward,16,https://cdn.sofifa.net/players/227/427/19_120.png
227738,"CB, CDM, LB",22,9/24/1995,191,88,66,Ekstraklasa,110745,SUB,,,,,15,https://cdn.sofifa.net/players/227/738/19_120.png
227744,LB,22,4/20/1996,173,70,336,Liga BetPlay,111723,RES,,,,,15,https://cdn.sofifa.net/players/227/744/19_120.png
228019,ST,23,3/6/1995,175,67,2012,Super League,111769,SUB,,,,,16,https://cdn.sofifa.net/players/228/019/19_120.png
228052,"ST, CAM",20,12/20/1997,179,80,2012,Super League,111779,SUB,,,,,16,https://cdn.sofifa.net/players/228/052/19_120.png
228134,"CB, LB",21,11/22/1996,186,73,65,Premier Division,563,LB,,,,"Leadership, Power Header",15,https://cdn.sofifa.net/players/228/134/19_120.png
228143,"LM, RM",22,5/25/1996,177,67,80,Bundesliga,15009,RES,,,,,16,https://cdn.sofifa.net/players/228/143/19_120.png
228239,CM,21,5/1/1997,175,73,61,League Two,112254,SUB,,,,,17,https://cdn.sofifa.net/players/228/239/19_120.png
228267,"CB, RB",27,5/10/1991,183,80,56,Allsvenskan,113876,SUB,,,,,16,https://cdn.sofifa.net/players/228/267/19_120.png
228282,"CDM, CM",21,4/25/1997,180,72,68,Super Lig,325,RES,,,,,15,https://cdn.sofifa.net/players/228/282/19_120.png
228307,RM,21,5/4/1997,174,77,61,League Two,346,SUB,,,,,15,https://cdn.sofifa.net/players/228/307/19_120.png
228381,CM,22,8/9/1995,172,61,56,Allsvenskan,1596,SUB,,,,,15,https://cdn.sofifa.net/players/228/381/19_120.png
228402,"LW, ST",21,1/10/1997,185,68,61,League Two,561,SUB,,,,,16,https://cdn.sofifa.net/players/228/402/19_120.png
228517,CM,21,4/21/1997,175,64,14,Championship,1793,RES,,,,,16,https://cdn.sofifa.net/players/228/517/19_120.png
228577,CM,21,4/5/1997,172,63,60,League One,1951,SUB,,,,,16,https://cdn.sofifa.net/players/228/577/19_120.png
228596,"CAM, RM",20,7/26/1997,177,78,50,Premiership,621,RM,,,,,18,https://cdn.sofifa.net/players/228/596/19_120.png
228657,"CM, CAM",22,2/1/1996,185,68,39,Major League Soccer,691,SUB,,,,,15,https://cdn.sofifa.net/players/228/657/19_120.png
228665,LM,20,1/17/1998,170,64,336,Liga BetPlay,112579,RES,,,,,17,https://cdn.sofifa.net/players/228/665/19_120.png
228789,GK,20,11/18/1997,197,85,61,League Two,561,GK,,,,,57,https://cdn.sofifa.net/players/228/789/19_120.png
228834,RB,21,5/12/1997,175,70,41,Eliteserien,1524,SUB,,,,,18,https://cdn.sofifa.net/players/228/834/19_120.png
228858,CM,19,7/4/1998,175,70,56,Allsvenskan,708,SUB,,,,,18,https://cdn.sofifa.net/players/228/858/19_120.png
228888,CB,20,8/15/1997,185,75,61,League Two,1920,RCB,,,,,18,https://cdn.sofifa.net/players/228/888/19_120.png
228921,ST,22,3/16/1996,187,78,66,Ekstraklasa,420,SUB,,,,,15,https://cdn.sofifa.net/players/228/921/19_120.png
229087,"RB, CB",21,10/20/1996,188,79,60,League One,110313,SUB,,,,,14,https://cdn.sofifa.net/players/229/087/19_120.png
229184,"CB, CDM",19,3/13/1999,180,74,20,2. Bundesliga,160,RES,,,,,14,https://cdn.sofifa.net/players/229/184/19_120.png
229252,GK,22,5/23/1996,189,83,341,Liga MX,1880,RES,,,,,57,https://cdn.sofifa.net/players/229/252/19_120.png
229263,CM,20,6/7/1998,170,70,56,Allsvenskan,111705,LCM,,,,,16,https://cdn.sofifa.net/players/229/263/19_120.png
229347,RM,20,11/12/1997,178,58,60,League One,112260,RES,,,,,14,https://cdn.sofifa.net/players/229/347/19_120.png
229397,GK,22,6/15/1996,183,81,335,Primera Division,110975,SUB,,,,,57,https://cdn.sofifa.net/players/229/397/19_120.png
229504,CM,21,5/18/1997,181,74,1,Superliga,1786,SUB,,,,,15,https://cdn.sofifa.net/players/229/504/19_120.png
229586,GK,21,6/12/1997,182,76,54,La Liga 2,110831,RES,,,,,57,https://cdn.sofifa.net/players/229/586/19_120.png
229643,CB,20,2/11/1998,183,76,61,League Two,1935,SUB,,,,,12,https://cdn.sofifa.net/players/229/643/19_120.png
229674,"RM, LM, CAM",23,11/30/1994,182,76,61,League Two,15048,SUB,,,,Injury Prone,14,https://cdn.sofifa.net/players/229/674/19_120.png
229893,"RM, LM, CAM, LWB",21,6/6/1997,183,75,61,League Two,1935,SUB,,,,,15,https://cdn.sofifa.net/players/229/893/19_120.png
229914,CM,21,10/1/1996,188,71,61,League Two,1944,SUB,,,,Selfish,13,https://cdn.sofifa.net/players/229/914/19_120.png
229945,LB,22,6/7/1996,171,69,335,Primera Division,101097,SUB,,,,,17,https://cdn.sofifa.net/players/229/945/19_120.png
229995,"RW, CAM",20,7/25/1997,175,70,41,Eliteserien,112200,SUB,,,,,13,https://cdn.sofifa.net/players/229/995/19_120.png
230003,"CAM, CF",21,1/7/1997,168,66,66,Ekstraklasa,111089,SUB,,,,,13,https://cdn.sofifa.net/players/230/003/19_120.png
230640,ST,22,3/8/1996,188,76,14,Championship,1960,RES,,,,,13,https://cdn.sofifa.net/players/230/640/19_120.png
230646,CB,19,3/31/1999,186,78,66,Ekstraklasa,111091,SUB,,,,,13,https://cdn.sofifa.net/players/230/646/19_120.png
230660,CB,21,8/6/1996,188,86,50,Premiership,83,RES,,,,,14,https://cdn.sofifa.net/players/230/660/19_120.png
230661,ST,22,2/23/1996,180,75,189,Super League,1715,SUB,,,,,13,https://cdn.sofifa.net/players/230/661/19_120.png
230846,"CM, CAM, LM",21,2/14/1997,175,69,60,League One,1802,CAM,,,,,14,https://cdn.sofifa.net/players/230/846/19_120.png
230896,"RB, RWB, CDM",21,10/14/1996,186,76,61,League Two,1935,SUB,,,,,15,https://cdn.sofifa.net/players/230/896/19_120.png
231006,CM,21,1/1/1997,180,70,65,Premier Division,111285,RCM,,,,,15,https://cdn.sofifa.net/players/231/006/19_120.png
231330,"CDM, CM",23,5/19/1995,175,65,1,Superliga,820,SUB,,,,,16,https://cdn.sofifa.net/players/231/330/19_120.png
231351,GK,21,7/9/1996,189,86,335,Primera Division,111327,SUB,,,,,57,https://cdn.sofifa.net/players/231/351/19_120.png
231437,"LB, RB",26,5/5/1992,172,61,350,Pro League,113222,RES,,,,,13,https://cdn.sofifa.net/players/231/437/19_120.png
231582,"ST, CAM",20,2/25/1998,175,75,351,A-League,111395,SUB,,,,,15,https://cdn.sofifa.net/players/231/582/19_120.png
231933,"CDM, CM",26,6/5/1992,185,75,,,,,SUB,14,,,13,https://cdn.sofifa.net/players/231/933/19_120.png
231935,GK,21,8/3/1996,190,82,83,K League 1,1474,RES,,,,,57,https://cdn.sofifa.net/players/231/935/19_120.png
232205,"CDM, CM",20,3/19/1998,169,65,335,Primera Division,112668,LDM,,,,,14,https://cdn.sofifa.net/players/232/205/19_120.png
232265,"CB, RB",23,3/22/1995,186,77,2012,Super League,111779,LCB,,,,,18,https://cdn.sofifa.net/players/232/265/19_120.png
232285,"LM, CAM, RM",20,1/15/1998,178,64,65,Premier Division,423,SUB,,,,,12,https://cdn.sofifa.net/players/232/285/19_120.png
232314,LM,20,3/1/1998,181,79,351,A-League,111398,ST,,,,,13,https://cdn.sofifa.net/players/232/314/19_120.png
232403,LB,21,9/12/1996,175,71,336,Liga BetPlay,112528,SUB,,,,,16,https://cdn.sofifa.net/players/232/403/19_120.png
232500,ST,19,1/30/1999,178,76,189,Super League,110770,RES,,,,,16,https://cdn.sofifa.net/players/232/500/19_120.png
232539,GK,35,5/5/1983,185,76,349,J-League,101146,SUB,,,,,57,https://cdn.sofifa.net/players/232/539/19_120.png
232560,GK,31,6/30/1987,187,77,349,J-League,101145,SUB,,,,,57,https://cdn.sofifa.net/players/232/560/19_120.png
232566,GK,21,5/20/1997,190,79,349,J-League,101145,SUB,,,,,57,https://cdn.sofifa.net/players/232/566/19_120.png
232591,"ST, RM",25,11/20/1992,184,77,349,J-League,112448,RES,,,,,15,https://cdn.sofifa.net/players/232/591/19_120.png
232675,CB,21,8/19/1996,181,67,350,Pro League,605,RES,,,,,15,https://cdn.sofifa.net/players/232/675/19_120.png
232707,CB,19,8/30/1998,178,70,68,Super Lig,113259,SUB,,,,,15,https://cdn.sofifa.net/players/232/707/19_120.png
232721,CB,35,1/12/1983,180,76,349,J-League,101144,SUB,,,,,15,https://cdn.sofifa.net/players/232/721/19_120.png
232829,ST,20,8/8/1997,183,77,349,J-League,101144,RES,,,,,15,https://cdn.sofifa.net/players/232/829/19_120.png
233021,CB,27,2/2/1991,193,85,2012,Super League,111779,SUB,,,,,12,https://cdn.sofifa.net/players/233/021/19_120.png
233115,"CM, CAM",20,2/17/1998,178,65,61,League Two,346,LCM,,,,,14,https://cdn.sofifa.net/players/233/115/19_120.png
233142,"RB, LB, CB",32,6/24/1986,178,73,349,J-League,111730,RES,,,,,16,https://cdn.sofifa.net/players/233/142/19_120.png
233288,"RB, CM",21,1/4/1997,180,83,65,Premier Division,306,RB,,,,"Long Throw-in, Injury Free",14,https://cdn.sofifa.net/players/233/288/19_120.png
233466,GK,18,12/2/1999,190,85,41,Eliteserien,919,SUB,,,,,57,https://cdn.sofifa.net/players/233/466/19_120.png
233491,ST,21,1/10/1997,198,77,1,Superliga,112425,SUB,,,,,13,https://cdn.sofifa.net/players/233/491/19_120.png
233535,CB,20,2/2/1998,182,77,341,Liga MX,101121,RES,,,,,17,https://cdn.sofifa.net/players/233/535/19_120.png
233678,"CB, RB",23,10/1/1994,186,80,349,J-League,101150,RES,,,,,14,https://cdn.sofifa.net/players/233/678/19_120.png
233725,GK,19,7/25/1998,196,83,10,Eredivisie,1903,RES,,,,,57,https://cdn.sofifa.net/players/233/725/19_120.png
233916,GK,24,5/26/1994,183,75,353,Liga Profesional,111710,RES,,,,,57,https://cdn.sofifa.net/players/233/916/19_120.png
233948,"ST, RM, RW, LW",20,10/20/1997,178,68,2012,Super League,112978,SUB,,,,,16,https://cdn.sofifa.net/players/233/948/19_120.png
234213,CM,26,3/30/1992,175,75,68,Super Lig,741,RES,,,,,15,https://cdn.sofifa.net/players/234/213/19_120.png
234286,LM,20,7/11/1997,175,65,336,Liga BetPlay,112523,SUB,,,,,12,https://cdn.sofifa.net/players/234/286/19_120.png
234319,"CM, RB, RM",20,10/16/1997,176,70,14,Championship,3,RES,,,,,16,https://cdn.sofifa.net/players/234/319/19_120.png
234472,"CB, LB",19,1/7/1999,185,73,14,Championship,1925,RES,,,,"Early Crosser, Giant Throw-in",16,https://cdn.sofifa.net/players/234/472/19_120.png
234507,CM,25,9/20/1992,173,67,,,,,SUB,8,,,15,https://cdn.sofifa.net/players/234/507/19_120.png
234511,GK,21,5/25/1997,183,68,16,Ligue 1,1816,RES,,,,,57,https://cdn.sofifa.net/players/234/511/19_120.png
234803,GK,19,11/8/1998,184,76,61,League Two,346,GK,,,,,57,https://cdn.sofifa.net/players/234/803/19_120.png
234836,CM,20,7/30/1997,177,75,19,Bundesliga,110636,RES,,,,,16,https://cdn.sofifa.net/players/234/836/19_120.png
234881,ST,21,4/15/1997,180,70,351,A-League,112427,SUB,,,,,14,https://cdn.sofifa.net/players/234/881/19_120.png
234941,"LB, LM",20,11/10/1997,185,71,14,Championship,1919,RES,,,,,16,https://cdn.sofifa.net/players/234/941/19_120.png
234955,ST,20,1/15/1998,176,58,336,Liga BetPlay,101100,RES,,,,,16,https://cdn.sofifa.net/players/234/955/19_120.png
235014,"RM, LM",20,7/28/1997,178,64,61,League Two,15048,RM,,,,,16,https://cdn.sofifa.net/players/235/014/19_120.png
235122,CB,20,7/16/1997,175,80,341,Liga MX,1881,SUB,,,,,12,https://cdn.sofifa.net/players/235/122/19_120.png
235166,LB,21,4/10/1997,166,65,56,Allsvenskan,111705,SUB,,,,,12,https://cdn.sofifa.net/players/235/166/19_120.png
235261,CB,22,3/26/1996,195,76,32,Serie B,1844,SUB,,,,,13,https://cdn.sofifa.net/players/235/261/19_120.png
235450,"CM, CAM",18,11/18/1999,177,66,13,Premier League,1795,RES,,,,Flair,15,https://cdn.sofifa.net/players/235/450/19_120.png
235519,CB,21,1/24/1997,186,81,56,Allsvenskan,700,RCB,,,,,15,https://cdn.sofifa.net/players/235/519/19_120.png
235539,GK,23,7/15/1994,177,73,350,Pro League,112392,RES,,,,,57,https://cdn.sofifa.net/players/235/539/19_120.png
235632,CDM,22,7/5/1995,189,84,17,Ligue 2,294,RES,,,,,16,https://cdn.sofifa.net/players/235/632/19_120.png
235703,"ST, CAM",20,10/1/1997,178,75,60,League One,142,SUB,,,,,14,https://cdn.sofifa.net/players/235/703/19_120.png
235719,"LW, RW, CAM",21,9/15/1996,176,70,353,Liga Profesional,112670,RES,,,,,13,https://cdn.sofifa.net/players/235/719/19_120.png
235768,RW,20,9/9/1997,175,73,335,Primera Division,112709,SUB,,,,,13,https://cdn.sofifa.net/players/235/768/19_120.png
235773,"RB, CDM, CM",20,12/3/1997,178,75,61,League Two,361,RB,,,,,15,https://cdn.sofifa.net/players/235/773/19_120.png
235807,"CM, CDM",18,2/27/2000,174,67,60,League One,1955,SUB,,,,,15,https://cdn.sofifa.net/players/235/807/19_120.png
235815,"LB, RB",19,7/7/1998,185,72,189,Super League,897,LB,,,,,13,https://cdn.sofifa.net/players/235/815/19_120.png
235841,"RW, RB",20,1/6/1998,179,69,189,Super League,898,RES,,,,,12,https://cdn.sofifa.net/players/235/841/19_120.png
235860,GK,19,1/16/1999,196,85,10,Eredivisie,1907,SUB,SUB,12,,,57,https://cdn.sofifa.net/players/235/860/19_120.png
235906,LW,19,8/14/1998,192,78,41,Eliteserien,920,SUB,,,,Technical Dribbler (AI),14,https://cdn.sofifa.net/players/235/906/19_120.png
235915,LW,20,3/29/1998,180,69,60,League One,106,RES,,,,,12,https://cdn.sofifa.net/players/235/915/19_120.png
235924,CB,21,6/29/1997,178,68,68,Super Lig,113142,RES,,,,,15,https://cdn.sofifa.net/players/235/924/19_120.png
235975,"RM, ST",22,3/13/1996,173,77,350,Pro League,607,RES,,,,,16,https://cdn.sofifa.net/players/235/975/19_120.png
236023,"LB, LM",25,3/29/1993,173,70,39,Major League Soccer,101112,SUB,,,,,15,https://cdn.sofifa.net/players/236/023/19_120.png
236234,ST,17,6/4/2001,184,70,335,Primera Division,112531,RES,,,,,16,https://cdn.sofifa.net/players/236/234/19_120.png
236310,"LB, LM",21,9/10/1996,183,70,14,Championship,3,RES,,,,,15,https://cdn.sofifa.net/players/236/310/19_120.png
236353,ST,21,12/25/1996,192,88,1,Superliga,1447,SUB,,,#Strength,"Backs Into Player, Target Forward",14,https://cdn.sofifa.net/players/236/353/19_120.png
236374,"CM, CAM",20,4/10/1998,180,72,68,Super Lig,742,RES,,,,,12,https://cdn.sofifa.net/players/236/374/19_120.png
236437,"CAM, CM",19,12/21/1998,168,70,60,League One,15015,RCM,,,,,14,https://cdn.sofifa.net/players/236/437/19_120.png
236445,CB,20,4/5/1998,194,85,1,Superliga,269,SUB,,,,,17,https://cdn.sofifa.net/players/236/445/19_120.png
236539,RM,20,11/9/1997,183,80,336,Liga BetPlay,112579,RES,,,,,15,https://cdn.sofifa.net/players/236/539/19_120.png
236613,GK,19,1/25/1999,191,87,2076,3. Liga,29,SUB,,,,,57,https://cdn.sofifa.net/players/236/613/19_120.png
236622,ST,19,10/6/1998,186,77,80,Bundesliga,2017,SUB,,,,,14,https://cdn.sofifa.net/players/236/622/19_120.png
236653,CM,20,8/21/1997,175,62,60,League One,1932,SUB,,,,,15,https://cdn.sofifa.net/players/236/653/19_120.png
236796,CB,20,3/10/1998,193,83,2076,3. Liga,110700,SUB,,,,,15,https://cdn.sofifa.net/players/236/796/19_120.png
236923,"RWB, CM",18,2/26/2000,176,68,61,League Two,1945,RES,,,,,13,https://cdn.sofifa.net/players/236/923/19_120.png
236955,ST,20,5/4/1998,184,76,66,Ekstraklasa,873,SUB,,,#Speedster,,14,https://cdn.sofifa.net/players/236/955/19_120.png
236960,"CM, CAM",19,7/11/1998,176,71,32,Serie B,111993,SUB,,,,,14,https://cdn.sofifa.net/players/236/960/19_120.png
237052,ST,28,5/5/1990,184,78,56,Allsvenskan,1596,SUB,,,,,16,https://cdn.sofifa.net/players/237/052/19_120.png
237121,"LM, RM, CAM",21,1/15/1997,171,62,68,Super Lig,325,RES,,,,,15,https://cdn.sofifa.net/players/237/121/19_120.png
237225,"CB, LB",20,3/5/1998,180,75,39,Major League Soccer,697,RES,,,,,15,https://cdn.sofifa.net/players/237/225/19_120.png
237233,"CM, CDM",22,3/17/1996,184,78,65,Premier Division,305,LDM,,,,,13,https://cdn.sofifa.net/players/237/233/19_120.png
237250,GK,24,5/24/1994,188,84,39,Major League Soccer,693,SUB,,,,,57,https://cdn.sofifa.net/players/237/250/19_120.png
237279,CM,20,9/4/1997,178,69,39,Major League Soccer,111139,SUB,,,,,14,https://cdn.sofifa.net/players/237/279/19_120.png
237305,GK,24,11/9/1993,191,74,39,Major League Soccer,687,SUB,,,,,57,https://cdn.sofifa.net/players/237/305/19_120.png
237345,"LM, ST",19,1/26/1999,176,61,65,Premier Division,423,ST,,,,,14,https://cdn.sofifa.net/players/237/345/19_120.png
237379,CM,20,12/18/1997,179,72,13,Premier League,1943,RES,,,,,16,https://cdn.sofifa.net/players/237/379/19_120.png
237399,GK,22,1/19/1996,191,102,39,Major League Soccer,689,SUB,,,,,57,https://cdn.sofifa.net/players/237/399/19_120.png
237536,CM,18,1/24/2000,182,73,68,Super Lig,741,RES,,,,,16,https://cdn.sofifa.net/players/237/536/19_120.png
237570,CB,21,6/30/1997,197,92,14,Championship,1919,RES,,,,,15,https://cdn.sofifa.net/players/237/570/19_120.png
237703,"CM, RB",23,11/30/1994,175,79,39,Major League Soccer,112885,RES,,,,,16,https://cdn.sofifa.net/players/237/703/19_120.png
237737,ST,19,7/11/1998,182,69,68,Super Lig,113142,RES,,,,,16,https://cdn.sofifa.net/players/237/737/19_120.png
237783,"CB, LB",19,11/1/1998,180,68,349,J-League,101148,SUB,,,,,16,https://cdn.sofifa.net/players/237/783/19_120.png
237817,CB,20,3/9/1998,185,77,353,Liga Profesional,112670,RES,,,,,14,https://cdn.sofifa.net/players/237/817/19_120.png
237832,ST,21,7/29/1996,188,72,13,Premier League,1961,RES,,,,,15,https://cdn.sofifa.net/players/237/832/19_120.png
237922,GK,20,5/19/1998,175,83,335,Primera Division,112584,SUB,,,,,57,https://cdn.sofifa.net/players/237/922/19_120.png
238059,RM,19,1/11/1999,168,63,13,Premier League,19,RES,,,,,16,https://cdn.sofifa.net/players/238/059/19_120.png
238157,RB,19,6/24/1999,180,67,1,Superliga,819,SUB,,,,,16,https://cdn.sofifa.net/players/238/157/19_120.png
238197,"CDM, CB, RB",19,8/24/1998,183,85,65,Premier Division,306,RDM,,,,,13,https://cdn.sofifa.net/players/238/197/19_120.png
238297,LB,20,2/16/1998,182,75,341,Liga MX,101121,RES,,,,,16,https://cdn.sofifa.net/players/238/297/19_120.png
238325,RM,19,1/30/1999,178,70,60,League One,1803,SUB,,,,,12,https://cdn.sofifa.net/players/238/325/19_120.png
238357,CDM,22,3/10/1996,165,58,350,Pro League,112096,SUB,,,,,15,https://cdn.sofifa.net/players/238/357/19_120.png
238423,ST,25,11/23/1992,193,85,41,Eliteserien,113459,SUB,,,,,16,https://cdn.sofifa.net/players/238/423/19_120.png
238491,ST,19,9/10/1998,183,73,14,Championship,15,RES,,,,,12,https://cdn.sofifa.net/players/238/491/19_120.png
238610,ST,20,3/3/1998,180,75,19,Bundesliga,110636,RES,,,,,15,https://cdn.sofifa.net/players/238/610/19_120.png
238628,GK,20,4/12/1998,192,89,2076,3. Liga,492,SUB,,,,,57,https://cdn.sofifa.net/players/238/628/19_120.png
238651,"CDM, CM",20,5/9/1998,177,77,2076,3. Liga,110592,SUB,,,,,14,https://cdn.sofifa.net/players/238/651/19_120.png
238749,CB,19,3/4/1999,188,80,16,Ligue 1,1819,RES,,,,,13,https://cdn.sofifa.net/players/238/749/19_120.png
238788,GK,20,1/1/1998,185,83,335,Primera Division,112709,RES,,,,Puncher,57,https://cdn.sofifa.net/players/238/788/19_120.png
238880,"CB, CDM",20,8/25/1997,183,70,336,Liga BetPlay,112528,SUB,,,,,15,https://cdn.sofifa.net/players/238/880/19_120.png
238952,"LM, LB",21,12/13/1996,186,75,2076,3. Liga,110591,RES,,,,,16,https://cdn.sofifa.net/players/238/952/19_120.png
238983,"ST, RM",18,1/9/2000,182,84,20,2. Bundesliga,576,SUB,,,,Beat Offside Trap,15,https://cdn.sofifa.net/players/238/983/19_120.png
239023,CAM,19,4/17/1999,183,66,14,Championship,1797,SUB,,,,,15,https://cdn.sofifa.net/players/239/023/19_120.png
239042,"CM, CAM, CDM",23,12/20/1994,177,67,350,Pro League,112389,SUB,,,,Playmaker (AI),17,https://cdn.sofifa.net/players/239/042/19_120.png
239107,ST,25,10/1/1992,180,82,335,Primera Division,112531,SUB,,,,,15,https://cdn.sofifa.net/players/239/107/19_120.png
239175,"RM, LM, CM",19,3/16/1999,175,68,1,Superliga,272,SUB,,,,,14,https://cdn.sofifa.net/players/239/175/19_120.png
239312,CDM,20,9/25/1997,179,71,17,Ligue 2,112276,RCM,,,,,17,https://cdn.sofifa.net/players/239/312/19_120.png
239330,"RM, LM",20,1/19/1998,175,69,19,Bundesliga,485,RES,,,,,14,https://cdn.sofifa.net/players/239/330/19_120.png
239332,"CAM, RM, LM",19,8/2/1998,174,67,19,Bundesliga,485,RES,,,,,13,https://cdn.sofifa.net/players/239/332/19_120.png
239423,"LM, RM",24,3/14/1994,170,65,189,Super League,1715,SUB,,,,,13,https://cdn.sofifa.net/players/239/423/19_120.png
239444,"CAM, CM",19,12/30/1998,168,65,20,2. Bundesliga,503,RES,,,,,15,https://cdn.sofifa.net/players/239/444/19_120.png
